tags,texts
open letter open letter to the President President of Russia Medvedev State Standard Rostechregulation GOST regulations Civil Code Civil Code of the Russian Federation Civil Code State Duma Council of the State Duma civil society civic consciousness,"There is a blog on LiveJournal called bablaw, whose author also goes by the pseudonym Hacker in Law. He is one of the most quoted LiveJournal bloggers on Habrahabr; in fact, I myself referred to him just yesterday.

And just yesterday, this blogger posted an open letter addressed to President Medvedev. I must note that, like any such letter written from one lawyer to another, it is full of legal terminology; perhaps for Habrahabr readers, the summary of the matter, compiled by Nesterovich, will prove much clearer.

So what do we see in essence? — We see an attempt by Rostekhregulirovanie (formerly GOSSTANDART) to transfer state technical regulations from public domain to the intellectual property domain of certain organizations (perhaps even foreign ones). It's not just that taxpayers' money, which funded the creators of GOSTs and for which public ownership is given a capital return, is being nullified; moreover, now ordinary people are beginning to face new dangers, such as living in homes and flying in airplanes built according to outdated ""pirated"" copies of standards and regulations, or even outright neglecting them.

This attempt is not new; however, last time (as Nesterovich points out) state standardizers lost the case when representatives of a St. Petersburg non-profit organization (Institute for the Development of Freedom of Information) filed a lawsuit against them. Nevertheless, the court ruling on the free publication of GOSTs on the Internet was not executed, and the director of IRFS was even attacked by unknown persons at his own entrance, resulting in head injuries. Now a new attempt is being made to privatize standards, carried out under the aegis of President Medvedev himself.

The fourth part of the Civil Code has been justly and extensively criticized, but it did contain Article 1259, which specified that official documents of state authorities, official documents of international organizations, as well as their official translations, are not subject to copyright (and, consequently, cannot be the subject of licensing agreements with foreign rights holders, as the new bill would have them). And now, not only will some parts of the legislation be available to citizens only for money as a result; it seems that the path for increasing this part will be opened. After all, handing over the text of the laws to the greedy hands of rights traders (especially international ones) should be as prohibited as the privatization of the Ministry of Finance or the anti-drug service, for example.

Events are unfolding very quickly: the bill on the privatization of GOSTs has already passed the first reading in the State Duma, and yesterday evening (in an emergency mode, after the end of the working day) it was recommended by the State Duma Committee on Economic Policy and Entrepreneurship for submission to the State Duma Council. Today, the Duma Council will decide to recommend this bill for adoption, and tomorrow (December 23) it will vote on it in the second and third readings at once by a majority vote. This once again proves how actively, obediently, and promptly the Duma serves as the legislative stamp of the President's will.

Thus, the open letter urges Medvedev to reconsider his decision and rein in the rights traders. Concerned citizens have already placed mention of the open letter on Medvedev's blog; I believe it would be interesting to bring this story to the front page of Habrahabr as well.

Here is the vocal fight for one's rights; here is truly civil society."
google google russia google developer day developer day gwt google api google app engine google wave google chrome android google android google maps api ajax api,"Alexey Shelestenko, Marketing Google Russia

We are pleased to inform you that we are starting to accept applications for participation in the annual conference for web developers ""Google Developer Day,"" which will take place on November 10 in Moscow. Last year, more than 400 web developers attended the conference, where they listened to 12 presentations and participated in 6 practical workshops dedicated to various Google products for web developers. This year, we plan to cover Android, App Engine, Google Wave, Chrome, GWT, AJAX API, and much more in detail.

Our engineering teams working on services and API for web developers will attend the conference, and you will have the opportunity to communicate with them directly. We will hold several in-depth sessions with a technical focus aimed at helping developers write good working applications using Google technologies and open technologies. Those working on business applications will also find something useful in the enhanced and expanded program of our conference. And, of course, developers will have many opportunities to meet each other and discuss the latest mobile and web technologies during the ""open house hours"" and informal networking after the conference.

We are making every effort to ensure that the conference is rich, useful, and interesting! To learn more about the conference and submit an application for participation, visit the conference website.

We look forward to seeing you at Google Developer Day!"
stock photo collection apple bbk dell sony panasonic siemens toshiba fujitsu lenovo toyota lexus scion nokia sony ericsson blackberry sun microsoft GM opel chevrolet hummer saab cadillac canon nikon,"Many well-known (and not so well-known) companies provide open access on their websites not only to press releases but also to high-resolution image galleries of their products, printed materials, advertising posters, and other graphical delights. I have accumulated several links to such repositories and decided to make this collection, as someone might find it useful; perhaps someone might even share additional links since I have links to galleries of only a few, umm... IT companies.

The link to the Samsung photobank was the first I got, so I'll start with it. The company's representatives sent it to me when I was developing a small brochure for them.

The Samsung photobank contains a collection of high-quality images of Samsung Electronics products, corporate style elements, and photos taken in the Samsung gallery (something like an exhibition center).

Photos and press releases of Apple products.
Before you download an image, you will be asked to read the Image Use Agreement: According to the terms of the Agreement, you can use the image only for editorial purposes by analysts in journalism and/or the industry. This right of use belongs personally to you and cannot be transferred to another party. The image cannot be used for advertising or selling any products or technologies (including advertising images, brochures, book covers, product photos, T-shirts, and other promotional products). You may not alter or modify the image, in whole or in part, for any purpose. + Something in Russian

Photobank and promotional materials from BBK

All together for Sony products
+ Sony Ericsson

Photobank, advertising, news, press releases Panasonic.
It doesn't always work, sometimes it works but doesn't give out pictures, and the content changes frequently. There used to be a large photobank on the Ukrainian site, but now there's a ""404"", and the domain redirects to panasonic.ru
There is also http://panasonic.multiad.com/, but registration is required.

Photomaterials related to the Gigaset division of Siemens and press photomaterials from Siemens.
In general, Siemens has many divisions and various corporate websites of these divisions, and on each (or almost each) of them, there is something. In short, there is a starting point for searches if needed :)

Big jpegs from Toshiba

DELL product image bank

Fujitsu

Lenovo computers.
There is also a Russian site with photos of Lenovo products, but at the time of writing, it was unavailable.

That's all for now. If anyone has anything else to share in the same vein, post the link in the comments, and I'll update the post as they come in. The theme, I think, does not necessarily have to be in the IT sphere; the main thing is that it is an official company photobank.

Updates:

A friend on gTalk gave a link to the Toyota USA Newsroom – a lot of photos, videos, and other materials for the press on Toyota, Lexus, and Scion

(#): wazd → Nokia Media Resources

(#): avr → An amazing photobank of Volvo Trucks for its volume and quality

(#): marselkhaidarov → BlackBerry

(#): pepelac → Excellent gallery of products, events, and people from Sun

(#): auren → Microsoft PressPass including the Resources → Image Gallery section

(#): kela → A gorgeous selection of links to General Motors GM Media Online divisions:
GM Media Online Opel International
GM Media Online Chevrolet Europe
GM Media Online Saab International
GM Media Online Hummer US
GM Media Online Cadillac Europe

At mix2000's request, I found repositories of press materials for Nikon and Canon:
+ ""Useful Information"" section on the Russian site
+ Canon U.S.A promotional materials
+ Imagelibrary http://www.canon.co.uk/

Last update:
From a post in the sandbox:
Philips product gallery
Press materials from Adobe
AMD press site
Intel
Logitech
D-Link (click on United States on the region selection page)
Epson
Casio Exilim

Sent to my email:
http://imagebank.scania.com/
Scania – manufacturer of passenger buses, tractors, and other heavy vehicle machinery.
The bank has a cataloger, and with its help, you can find anything from beautiful photos of buses/tractors on the roads to images of engines and documentary B&W photos from the company's foundation times."
The Capture API WC photography video recording audio recording Google Nokia website security privacy external intelligence Facebook Street View StreetView digital crowd surveillance location history facial recognition distributed network vision Maneki-neko,"A draft of ""The Capture API"" lies on the W3C website—it describes a JavaScript interface through which a website can access a visitor's computer's camera and microphone, conduct photo and video shooting, and audio recording. This draft summarizes ideas from similar proprietary APIs (from Google and Nokia, in particular).

And it leads me to dark thoughts knowing that the ""Security and Privacy Considerations"" section in this document only states that the site should not have the ability to conduct photo and video shooting and audio recording without the visitor's consent (i.e., the owner of the client computer or mobile).

What about the privacy of other people? Remember the July scandal involving the head of English intelligence who was exposed on Facebook by his own wife down to his underwear, although he himself had never registered on Facebook? Now, when websites are preparing to see through photo-video cameras, the whole world could be open to their view.

Imagine a website, visiting which allows the visitor to continuously transmit live video frames to this site, from the camera of their mobile phone (geo-tagged via GPS, tilted by the accelerometer, oriented by the azimuth of the digital compass), and at the same time observe any point on Earth through the eyes of such digital observers. Something like Google Street View, but in real-time. By simply turning the mobile phone in different directions while standing at one point on Earth (e.g., in Ufa), you can observe through its screen (like a window) the panorama of any other point on Earth—be it New York, San Francisco, or Rio de Janeiro—provided there are enough passersby with similar mobiles looking at the world through the same site. Meanwhile, the electronic ""eye"" of your mobile phone similarly reviews and saves the panorama of the point where you stand on the site.

Exciting, unprecedented impression, isn’t it?

And now imagine yourself as an ordinary person in a dense digital crowd.* You are under continuous observation by dozens of electronic eyes, provided by anonymous volunteers. Any facial and identity recognition system connected to such a site will easily track or reconstruct your entire movement history through the city just as the extensive internet banner system tracks your movement through all its sites. Your jealous psycho admirer will learn what flowers you bought for your wife, and your medical insurance company will find out how often you coughed while walking in the cold.

But in the real world, there is no Adblock Plus. It's not as easy to block the digital crowd as it is to block banner ads.

Bruce Sterling has a story called ""Maneki-neko""; it’s roughly about the same thing. Commenters suggest that Vernor Vinge also had something similar in his works. But fiction is one thing, and an API draft is another. The API draft is preparing to become reality.

___________

* This blog post introduces a new term ""digital crowd"" in a narrow sense as ""a crowd of such people in the real world whose digital cameras are used in a distributed network vision system."" It may later generalize to mean ""a crowd of such people in the real world whose behavior and resources are used for the purposes and needs of a network site."""
application support CSS default chrome documents and settings Firefox Internet internet explorer linux Mac OS mac os x mozilla firefox userContent x library Browsers LiveJournal MacOS Firefox Advertisement Honesty,"If you remove the ads by inserting code into the style of LiveJournal itself, first of all, SUP will probably soon eliminate this, and secondly, this contradicts the notorious Terms of Use.

Fortunately, modern browsers provide the ability to block ads on the user’s side.

Insert the following code into a text document.

```css
div.adv {display: none;}
div.ljad {display: none;}
div.ljadleaderboard-bottom {display: none;}
div.ljadleaderboard {display: none;}
div.ljadwrapper-journal-after-post-c {display: none;}
div.ljadwrapper-app-home {display: none;}
div.ljadmedrect {display: none;}
```

Save as `userContent.css`.

For Mozilla Firefox:
Save the file in:
- Linux: ~/.mozilla/firefox/RANDOM_STRING.DEFAULT_PROFILE/chrome
- XP: C:\Documents and Settings\USER_NAME\Application Data\Mozilla\Firefox\Profiles\PROFILE_NAME\chrome
- Vista: C:\Users\USER_NAME\AppData\Roaming\Mozilla\Firefox\Profiles\PROFILE_NAME\chrome
- Mac OS X: Library > Application Support > Firefox > Profiles > PROFILE_NAME > chrome
(if there is no Application Data or AppData folder: Start > Control Panel > select Switch to Classic View on the left > run Folder Options > tab View > check Show hidden files and folders in the Hidden files and folders folder). Restart the browser.

For Internet Explorer:
Save the file anywhere on the disk, and specify the path in IE settings: menu Tools > menu Internet Options > tab General > button Accessibility > check the box Format documents using my style sheet > enter the path to the file in the Style sheet field.
In the Russian version: menu Service > menu Browser Properties > tab General > button Layout > check the box to Format using the user's style > enter the path to the file in the Style list field. Restart the browser.

For Opera:
Save the file anywhere on the disk, and specify the path in Opera settings: menu Tools > menu Preferences > tab Advanced > select Content on the left > button Style Options… > tab Display > enter the path to the file in the My style sheet field > tab Presentation Modes > check the two checkboxes My style sheet.
In the Russian version: menu Tools > menu Settings > tab Advanced > select Content on the left > button Style Options… > tab Display > enter the path to the file in the My style sheet field > tab Presentation Modes > check the two checkboxes My style sheet. Restart the browser.

For Safari:
Save the file anywhere on the disk, and specify the path in Safari settings: menu Edit > menu Preferences > tab Advanced > in the drop-down list Style Sheet select Other… > choose the file.
In the Russian version: menu Edit > menu Settings > tab Advanced > in the drop-down list Style Sheet select Other… > choose the file. Restart the browser.

The code should remove all ads, including profile and home page ads.

Original article on LiveJournal by Kukalyakina
LiveJournal user Moosatova, who is the original author of the described method."
social networks erotic photos erotic social networks dating sites social networking dating paid messages fake profiles paid SMS paid registration free registration phishing naked breasts naked women paid incoming sex dating,"In the second half of 2009, I saw a spreading wave of murky spam in both e-mail and LiveJournal, advertising erotic social networks with the following common detestable characteristics:

1) Their names were pornographic reworks of popular social networks' names — either ""Odnoklassniki"" (""Odnoobluvniki"", ""Odnovnochniki"", ""Odnotrahniki"", etc.), or ""Vkontakte"" (""V XXX-kontakte"", ""V sex-kontakte"", etc.), mimicking their interface (like phishing) and hosted on a domain matching the name.

2) The homepage displayed thumbnail photos of naked women (allegedly users), sometimes with pop-up or captioned elements from profiles (as far as I could tell, names and profiles were pseudorandomly assigned to photos, and the city was based on the visitor's IP). The total number of registered users was exaggerated (if there was an option to search or separate count by cities, you could ""find"" many tens of thousands of profiles in a small city, more than there are internet users).

3) They offered registration for a modest fee by sending a paid SMS. However, the rules, in small print (and in a color close to the site background), explained that the price was per day, and the payment was for a month or several months in advance, and they suggested sending several such SMS for some reason. Thus, the actual price turned out to be about a hundred times more than the deceptive one.

In general, everything was clear with them.

Now, however, sites appear on the horizon with which not everything is clear. They seem not to be mimicking anyone phishingly, and even do not ask for money for registration but ask for the mobile number to which they will supposedly send an access code to the site. For example, take a look at ""RusssErotika.com"" (note the triple ""s"" in the domain; I don't hyperlink it).

So what's the new trick? There must be a trick because it's obvious: it’s much cheaper to send a registration code to users by e-mail than by SMS.

Are they masking subscription confirmation to paid incoming SMS under the access code? Or are they collecting mobile numbers for resale to spammers? Or after free registration, is everything else incredibly expensive, like in the ""Economic"" hotel from Nosov's immortal satire tale about Dunno on the Moon?

Who knows?"
php jetbrains IDE web ide web webide editor phpdoc completion debugger xdebug editor development environment development debugging code debugging autocomplete type hinting type inference type inference phpunit unit testing testing FTP remote SASS Smarty,"In this release, you can expect:

A new name. Two versions of Web IDE have received their official names: JetBrains WebStorm and JetBrains PhpStorm. Branding is not yet complete, so you will see familiar white splashes and WI icons in various places. The goal of the development remains the same — the perfect tool for PHP/JS developers and web designers.

Fully customizable PHP formatter – this feature received the most votes in the tracker. Our platform supports importing, exporting, and sharing profiles — so you can easily switch between projects with different formatting styles. Additionally, code can be automatically formatted upon check-in.

A PHP debugger with optimized memory usage and correct operation with symlinks (meaning fewer non-working breakpoints).

A PHP editor with enhanced type inference for fields, object arrays, and logical expressions, with parameter hints and working HEREDOC editing.

Remote development with automatic file synchronization — just switch to the browser window to see your changes on the server (the ""Save files on frame deactivation"" option must be enabled). Renaming and moving files and folders are fully supported.

Smarty support now covers the entire 2.x syntax. Work on full support for the 3.x branch is already underway.

Support for SASS Syntactically Awesome Style Sheets — a great way to create CSS.

Linux users will appreciate a less aggressive splash screen, the ability to work properly with multiple projects, and support for pasting from the clipboard in all dialogs.

UPD: ZenCoding support in development. Abbreviations are triggered by pressing Tab in CSS & HTML.

Known issues:

Formatting preview does not work
IntelliLang plugin / Language Injection settings are missing
Smarty compiler plugins (custom tags) are not supported
(S)FTP sync may not work immediately after reopening the project.

Official announcement and download.

I look forward to your feedback and suggestions, and — as our slogan says — Happy Coding!"
php jetbrains IDE web ide web webide editor phpdoc completion debugger xdebug editor development environment development debugging code debugging autocompletion type hinting type inference type inference phpunit unit testing testing FTP remote ZendCon language injection,"And again, the ""perfect IDE for PHP"" from JetBrains ^) During the time since the last build, we have managed to acquire an official website, attend ZendCon'09, and finally start working on the promised performance optimization. There was also time for a few new features. While the build is downloading, take a look under the cut — besides the usual details, there will be a few words about ZendCon and unique platform features.

ZendCon'09
Before the conference, there were tutorials — for me, the PHP on IBM I5 session was a revelation. IBM has teamed up with Zend to bring PHP to mainframes. Putting aside the i5 ecosystem, this could have significant consequences for everyone else, especially if IBM helps develop the language core. Some optimizations have already appeared in 5.3, but judging by other more ""mature"" technologies, the main work is still ahead.

The keynote (and most of the sessions) were very lively and optimistic — PHP 5.3 was released this year, a new ZendStudio appeared (and 7.1 was released specially for the conference), the entire Zend stack and tools continue to improve, and in general, the language, platform, and community are moving forward :)

During lunches and while most people were in sessions, we had quite a few conversations with Zend employees — and even managed to impress some of the ZendStudio developers with our technologies. In turn, we were interested in hearing about how they are developing the Eclipse platform and helping coordinate the efforts of the Eclipse Foundation. After all, JetBrains is a relatively small company :) It was interesting from an engineering perspective to listen to their work on the language core and automatic profiling (especially from the point of view of a java-web-developer with significant experience).

What's new in this build
Inspired by conversations with users at ZendCon, we focused on optimization. We used heavyweights like ShugarCRM and Magento as ""stress tests"" (we wanted to try Bitrix as well but could not find a version with open source code). The very first profiling sessions showed that type inference produced too much ""garbage"" in memory and could lead to looping (and freezing) — these problems are now fixed. I want to immediately say that this is just the initial optimization, and we plan to seriously work on this further. *Very* much looking forward to feedback from anyone who upgraded. If you have specific problems — write in any way. I personally handle all the feedback.

New features:

- Improved PHPDOC generation
- Navigation/search for using global variables
- Recognition of class members based on name in cases where type inference is not possible
- SFTP support
- Autocompletion after the new keyword
- Namespaces are displayed in the file structure tree
- Quickfix (Alt-Enter) for defining unknown variables with var

Lots of bug fixes, details in the blog and tracker

Unfortunately, there are known issues:
The most serious — degradation: multi-line literals in this build are incorrectly highlighted as containing an error WI-494
Multiple declarations namespace XXX; (with "";"") in one file will be mistakenly recognized as nested WI-497
Variable renaming removes the $ sign from the name WI-500

We will try to release an update as soon as possible. Expect bug fixes, optimizations, and of course new features :)

A few words about non-obvious WI functionalities
The release is approaching, and we started gathering all the information about WebIDE features in one place. Even if you are already familiar with the editor, I recommend at least glancing through the list. Here I will talk about a couple of very useful but not entirely obvious functionalities. So, if your project uses PHP to generate XML, JS, CSS, SQL, or any other language supported by WebIDE, you can work comfortably using the following functions:

""External"" language for PHP
For each file or folder, you can set an ""external"" language relative to PHP instead of the default HTML through Settings|Template Data Languages. This setting is remembered in the project file.

""Internal"" language for string literals in PHP
Inside a literal string, press Alt-Enter and select ""Inject Language,"" then choose the required language. This is not remembered yet. In the future, you will be able to specify that *for example* the first string parameter of the query() function is SQL (and select the dialect).

For both cases, full language support will be enabled — including completion and refactoring. Using these features, you can get full support for any language combination %)

On this note, I conclude and await any questions and suggestions :)"
Award internet seo web world web awards design copywriting music popularity wwa programming promotion achievements advertising show btl awards develop awards victory Website design Wap PDA websites Flash websites Animation Presentations Interfaces Flash Flex programming PR management,"Since ancient times, people have competed for the title of the best in a particular field, and both organizers and participants have always been interested in this. In general, there are only a few fundamental competitions that set the tone for others, less large-scale ones, and repeat the principles of the basic ones. In every branch, in every activity, in every occupation, there will be that person or team that does their job better than the rest. At this stage, Internet awards are a kind of competition where it is determined who has better thought out the combination of design and ease of use, informativeness, and, of course, relevance.

The World Web Awards, even at the development stage, have shown that they are unique and large-scale like never before. An award that covers any activity on the Internet, whether it's design, copywriting, SEO promotion, app development, or programming. An award where your name can become so renowned that even people far from the Internet and your activity will speak of it as a standard of quality in the industry. The uniqueness of the award lies in everything, from the scale and coverage of people's activities to the awarding, which will be conducted as a show program, with television broadcasts and radio rotation. Naturally, the winners are awaited by great fame and success in their field; a recent ordinary person who completed several orders a day, took on any job, after winning can become popular and in demand, and can already refuse inconvenient offers themselves.

The main motivation for participating in the World Web Awards, of course, will be to increase the popularity of your name, which simultaneously means an increase in your profit. It can be said that popularity is the fundamental factor for success in online activities. Even if you simply participate in this unique, first Internet award of its kind and scale, you can be sure that the visit rate of your project will increase significantly."
Concepts Asus Bookshelf PC MADE in China Prime Gaming Laptop Portable PC Theater Paper Laptop ARM Tablet HP LiM B-membrane Canvas Philco PC Horizon MacBook Touch Pocket Yoga Zafiro MAINGEAR HP Tablet and Docking Concept Cuppa Bookshelf PC,"On one hand, concepts are an amazing thing, but on the other, they're a disappointment. They are great because they give us an idea of the future and push their industry towards innovation and unconventional solutions, but we can't acquire them right now, which is frustrating. The only thing we can do is put our money in the bank and wait for them to come out.

Asus Bookshelf PC
Asus Bookshelf is a computer consisting of interchangeable modules that allow for upgrading/downgrading simply by replacing or adding the necessary module.

MADE in China
MADE in China by John Leung, winner of the Next-Gen PC Design Competition, represents a traditional Eastern design.

Prime Gaming Laptop
Prime Gaming Laptop by Kyle Cherry solves the problem of laptop size constraints and the portability of a powerful gaming computer.

Portable PC Theater
Korean designer Jinwoo Han created the concept of the Portable PC Theater with a built-in projector for various entertainment events.

Paper Laptop
Paper Laptop by Je Sung Park presents an eco-friendly computer concept made from recycled paper.

ARM Tablet
ARM Tablet by Sébastien Maleville is an unusual ""tablet"" that allows you to detach the keyboard from the monitor in desktop mode.

HP LiM
HP LiM (Less is More) by Jeffrey S. Engelhardt features a transparent 19' touch screen and a virtual touchpad with a wireless keyboard.

B-membrane
B-membrane is a UFO-like computer with a projected keyboard and a projector as a monitor.

Canvas
The Canvas concept by Kyle Cherry, equipped with built-in digital art devices, is intended for designers and artists.

Philco PC
While most computer concepts are directed towards the future, Dave Schultze looks in the opposite direction. Here is his concept, Philco PC.

Horizon
The Horizon desktop computer concept by Japanese designer Mac Funamizu features an OLED monitor that can expand and retract.

MacBook Touch
MacBook Touch combines the touch interface of the iPhone/iPod Touch with the design of popular Apple laptops.

Pocket Yoga
Lenovo Pocket Yoga lives up to its name, easily fitting into the back pocket of pants.

Zafiro
Zafiro is a transparent glass monitor that uses hand and body movements for control (like in ""Minority Report"").

MAINGEAR
The MAINGEAR concept by Nuno Teixeira is a powerful gaming computer with improved cooling achieved through the device's unusual shape.

HP Tablet and Docking Concept
The HP Tablet and Docking Concept represents a convenient way to place your ""tablet"" on your desk.

Cuppa
The primary purpose of Cuppa is social media work. The concept includes an RFID sensor, an unusual display, and a keyboard with an updated layout.

Bookshelf PC
Sunho Son and Scott Shim created the Bookshelf PC concept, which is a beautiful and compact multimedia entertainment center with interchangeable modules."
