tags,texts
open letter open letter to the President President of Russia Medvedev State Standards State Regulation GOST regulations Civil Code Civil Code of the Russian Federation State Duma Council of the State Duma civil society civic consciousness,"On LiveJournal, there is a blog called bablaw, whose author also goes by the pseudonym Hacker in Law. He is one of the most cited bloggers on Habrhabr; I referred to him just yesterday.

And yesterday, this blogger published an open letter addressed to President Medvedev. I must point out that, like any such letter written from one lawyer to another, it abounds in legal terminology; perhaps a summary of the matter compiled by Nesterovich will be much clearer for Habrhabr readers.

So, what do we see in essence? — we are presented with an attempt by Rostekhnadzor (formerly Gosstandart) to transfer state technical regulations from the realm of public domain into the realm of intellectual property belonging to individual organizations (possibly even foreign ones). Not only is that taxpayer money wasted on which the creators of GOSTs existed, resulting in a fat nothing being transferred to public ownership; moreover, a new danger now begins to threaten ordinary people, such as living in houses and flying in planes built according to outdated “pirate” copies of standards and regulations, or neglecting them altogether.

Such an attempt is not new; however, last time (as Nesterovich points out), government standardizers lost the case when representatives of a St. Petersburg non-profit organization (Institute for the Development of Freedom of Information) sued them. Nevertheless, the court ruling on the free publication of GOSTs on the Internet has not been implemented, and the director of IRSI was even attacked by unknown individuals at his own entrance, resulting in a head injury. Now a new attempt at the privatization of standards is being made under the personal auspices of President Medvedev.

The fourth part of the Civil Code has been much and rightly criticized, but still, it contained Article 1259, according to which official documents of government bodies, official documents of international organizations, as well as their official translations are not objects of copyright (and therefore cannot be subjects of licensing agreements with foreign rights holders as they are made by the new draft law). Now, not only will some part of the legislation become accessible to citizens only for money as a result of all this; apparently, the way will be opened for increasing this portion. After all, the transfer of the text of laws into the greedy hands of legal traders (especially international ones) should be just as forbidden as the privatization of the Ministry of Finance or anti-drug services, for example.

Events are unfolding very quickly: the draft law on the privatization of GOSTs has already passed its first reading in the State Duma, and yesterday evening (in a rush, after the end of the workday) it was recommended by the State Duma Committee on Economic Policy and Entrepreneurship to be presented to the Council of the State Duma. Today, the Duma Council will decide to recommend this draft law for adoption, and tomorrow (December 23) it will vote on it in the second and third readings, with a majority of votes at once. This proves once again how diligently, how obediently, and how promptly the Duma serves as a legislative stamp of the President's will.

Thus, the open letter calls on Medvedev specifically to reconsider his decision and rein in the legal traders. Concerned citizens have already posted a mention of the open letter on Medvedev's blog; I believe it would be interesting to bring this story to the front page of Habrhabr.

This is a public struggle for rights; this is truly a civil society."
google google Russia google developer day developer day gwt google api google app engine google wave google chrome android google android google maps api ajax api,"Aleksey Shelestyenko, Marketing Google Russia

We are excited to announce that we are now accepting applications to participate in the annual conference for web developers ""Google Developer Day,"" which will take place on November 10 in Moscow. Last year, more than 400 web developers attended this conference, where they listened to 12 presentations and participated in 6 hands-on workshops dedicated to various Google products for web developers. This year, we plan to cover Android, App Engine, Google Wave, Chrome, GWT, AJAX API, and much more in detail.

Our teams of engineers working on services for web developers and APIs will be attending the conference, and you will have the opportunity to communicate with them directly. We will hold several in-depth technical sessions aimed at helping developers write good working applications using Google technologies and open technologies. Those working on creating business applications will also find something useful in the enhanced and expanded program of our conference. And, of course, developers will have many opportunities to meet each other and discuss the latest mobile and web technologies during the ""open hours"" and informal networking after the conference.

We are making every effort to ensure that the conference is rich, useful, and interesting! To learn more about the conference and submit your application to participate, please visit the conference website.

We look forward to seeing you at Google Developer Day!"
photo banks selection apple bbk dell sony panasonic siemens toshiba fujitsu lenovo toyota lexus scion nokia sony ericsson blackberry sun microsoft GM opel chevrolet hammer saab cadillac canon nikon,"Many well-known (and not so well-known) companies are opening free access on their websites not only to press releases but also to galleries of high-resolution images of their products, printed materials, advertising posters, and other graphic goodies. I have accumulated several links to such repositories, and I decided to make this compilation; surely it will be useful to someone, and at the same time, someone might share more links, as I only have links to galleries from some, uh... IT companies.

The link to Samsung's photo bank was the first one I got, so I'll start with it. It was once shared with me by company representatives when I was developing a small brochure for them.

Samsung's photo bank contains a collection of high-quality images of Samsung Electronics products, corporate identity elements, as well as photographs taken in the Samsung gallery (something like an exhibition center).

Photos and press releases for Apple products. Before downloading an image, you will be asked to read the Image Use Agreement: According to the terms of the Agreement, you may use the Image only for editorial purposes by analysts in journalism and/or the relevant industry. This usage right belongs to you personally and cannot be transferred to another party. The image may not be used for advertising or selling any products or technologies (including promotional images, brochures, book covers, product photographs, t-shirts, and other promotional materials). You are not allowed to alter or modify the image, in whole or in part, for any purposes.

Photo bank and advertising materials from BBK.

Everything you need from Sony, including Sony Ericsson.

Photo bank, advertising, news, and press releases from Panasonic. It doesn't always work; sometimes it works but doesn't return images, and the content often changes. There used to be a large photo bank on a Ukrainian site, but now it shows ""404,"" and the domain redirects to panasonic.ru. There’s also http://panasonic.multiad.com/, but you need to register there.

Photo materials from Siemens's Gigaset division and press materials from Siemens. Siemens has many divisions and various corporate websites for these divisions, and there is something on each (well, or almost every) of them. So if anyone needs it, there’s a starting point for searches :)

Large JPEGs from Toshiba.

Image bank of DELL products.

Fujitsu.

Lenovo computers. There’s also a Russian site with photos of Lenovo products, but at the time of writing this article, it was unavailable.

That's all for now. If anyone has something else to share in this spirit, please post the link in the comments, and I will update the post as they come in. The theme, I think, does not necessarily have to be in the IT field; the main thing is that it should be an official photo bank of the company.

Updates:

A friend on gTalk sent me a link to the Toyota USA Newsroom — a lot of photos, videos, and other press materials for Toyota, Lexus, and Scion. 

(#): wazd → Nokia Media Resources.

(#): avr → An impressive volume and quality photo bank from Volvo Trucks.

(#): marselkhaidarov → BlackBerry.

(#): pepelac → An excellent gallery of products, events, and people from Sun.

(#): auren → Microsoft PressPass including the Resources → Image Gallery section.

(#): kela → A fabulous collection of links to divisions of General Motors GM Media Online: 
GM Media Online Opel International 
GM Media Online Chevrolet Europe 
GM Media Online Saab International 
GM Media Online Hummer US 
GM Media Online Cadillac Europe.

At the request of mix2000, I found repositories of press materials from Nikon and Canon:

+ The ""Useful Information"" section on the Russian website.
+ Canon U.S.A advertising materials.
+ Imagelibrary http://www.canon.co.uk/.

Last update: 
From the post in the sandbox: 
Philips product gallery. 
Press materials from Adobe. 
AMD press site. 
Intel. 
Logitech. 
D-Link (click United States on the region selection page). 
Epson. 
Casio Exilim.

They emailed me: 
http://imagebank.scania.com/ 
Scania — manufacturer of passenger buses, tractors, and other heavy automotive technology. 
The bank contains a cataloging tool, which allows you to find everything from beautiful photos of buses/tractors on highways to images of engines and documentary black-and-white photos from the company's founding period."
The Capture API WC photography video recording audio recording Google Nokia website security privacy external intelligence Facebook Street View StreetView digital crowds observation movement history facial recognition distributed network vision Maneki-neko,"On the W3C website, there is a draft of ""The Capture API"" — it describes a JavaScript interface through which a website can access the camera and microphone on a visitor's computer, can take photos, record videos, and audio. This draft summarizes ideas from similar proprietary APIs (specifically from Google and Nokia).

And I am led to dark thoughts by the knowledge that the section ""Security and Privacy Considerations"" in this document only states that a website should not be able to take photos, record videos, and audio without the visitor's consent (that is, the consent of the owner of the client computer or mobile device).

What about the privacy of other people? Remember the July scandal involving the head of British intelligence who was exposed on Facebook by his own wife down to his underwear, although he had never registered on Facebook himself? Now, as websites prepare to see through the eyes of cameras, the whole world may be opened up to their view.

Imagine a website that allows a visitor to continuously stream live video footage from their mobile device's camera (geotagged by GPS, tilted by an accelerometer, rotated by a digital compass's azimuth) while simultaneously observing any point on the Earth through the eyes of other digital observers. Something like Google Street View, but in real-time. Just by turning your mobile device in different directions while standing at a single point on the globe (for example, in Ufa), you could choose to gaze ""through"" its screen (like a window) at the panorama of any other location on Earth — some New York, San Francisco, or Rio de Janeiro — as long as there are enough passersby with similar mobile devices looking out at the world through the same website. Meanwhile, the electronic ""eye"" of your mobile device similarly surveys and saves the panorama of the spot where you are standing.

Exciting, unprecedented experience, isn’t it?

Now imagine yourself as an ordinary person in a dense digital crowd.* You are under the constant watch of dozens of electronic eyes provided by anonymous volunteers. Any facial and identity recognition system connected to such a website will easily track or reconstruct your entire movement history through the city, just as an elaborate internet banner ad system tracks your movement across all its sites. Your jealous, psychotic admirer finds out what flowers you bought for your wife, and your health insurance company learns how often you coughed while walking in the cold.

But in the real world, there’s no Adblock Plus. A digital crowd is not so easy to block as banner ads.

Bruce Sterling has a story called ""Maneki-neko""; it’s about the same thing. Commenters suggest that Vinge had something similar in his work. But one thing is fiction, while another is a draft of an API. The API draft is preparing to become a reality.

___________

* This blog post introduces a new term ""digital crowd"" in the narrow sense of ""a crowd of such people in the real world, whose digital cameras are used in a system of distributed network vision."" It may further generalize to mean ""a crowd of such people in the real world, whose behavior and resources are used for the purposes and needs of a network site."""
application support CSS default chrome documents and settings Firefox Internet internet explorer linux Mac OS mac os x mozilla firefox userContent x library Browsers LiveJournal MacOS Firebird Advertising Honesty,"""If you remove the ads by inserting code into the style of the journal itself, firstly, this will surely be eliminated by SUP soon, and secondly, it contradicts the infamous Terms of Use.

Fortunately, modern browsers allow users to cut ads on their side.

We insert the following code into a text document.

div.adv {display: none;}
div.ljad {display: none;}
div.ljadleaderboard-bottom {display: none;}
div.ljadleaderboard {display: none;}
div.ljadwrapper-journal-after-post-c {display: none;}
div.ljadwrapper-app-home {display: none;}
div.ljadmedrect {display: none;}

Save it as userContent.css.

For Mozilla Firefox:
Save the file in:
Linux: ~/.mozilla/firefox/RANDOM_CHARACTERS.PROFILE_NAME(default, “default”)/chrome
XP: C:\Documents and Settings\USERNAME\Application Data\Mozilla\Firefox\Profiles\PROFILE_NAME\chrome
Vista: C:\Users\USERNAME\AppData\Roaming\Mozilla\Firefox\Profiles\PROFILE_NAME\chrome
Mac OS X: Library > Application Support > Firefox > Profiles > PROFILE_NAME > chrome
(if there is no Application Data or AppData folder: Start > Control Panel > on the left select Switch to Classic View > open Folder Options > tab View > check Show hidden files and folders in the Hidden files and folders box). Restart the browser.

For Internet Explorer:
The file should be saved anywhere on the disk, and the path to it indicated in IE settings: menu Tools > menu Internet options > tab General > button Accessibility > check the box Format documents using my style sheet > enter the path to the file in the Style sheet field.
In the Russian version: menu Сервис > menu Свойства обозревателя > tab Общие > button Оформление > check the box Оформлять, используя стиль пользователя > enter the path to the file in the Список стилей field. Restart the browser.

For Opera:
The file should be saved anywhere on the disk, and the path to it indicated in Opera settings: menu Tools > menu Preferences > tab Advanced > select Content on the left > button Style Options… > tab Display > enter the path to the file in the My style sheet field > tab Presentation Modes > check both checkboxes My style sheet.
In the Russian version: menu Инструменты > menu Настройки > tab Дополнительно > select Содержимое on the left > button Параметры стилей… > tab Отобразить > enter the path to the file in the Моя таблица стилей field > tab Режимы представлений > check both checkboxes Мои таблицы стилей. Restart the browser.

For Safari:
The file should be saved anywhere on the disk, and the path to it indicated in Safari settings: menu Edit > menu Preferences > tab Advanced > in the dropdown list Style Sheet select Other… > choose the file.
In the Russian version: menu Правка > menu Настройки > tab Дополнительно > in the dropdown list Шаблон стиля select Другое… > choose the file. Restart the browser.

The code should remove all ads, including ads on the profile and on the homepage.

Original article in LJ Kukalyakina
LJ user Moosatova, who is the original author of the described method."""
social networks erotic photos erotic social networks dating sites social networks for dating paid messages fake profiles paid SMS paid registration free registration phishing nude boobs naked women paid incoming sex dating,"In the second half of 2009, I saw a spreading wave of murky spam in both email and LiveJournal, advertising erotic social networks that had the following common, disgusting features:

1) Their names were pornographic parodies of popular social networks — either ""Odnoklassniki"" (""Odnolyubovniki,"" ""Odnonochki,"" ""Odnotrakhinki,"" etc.), or ""VKontakte"" (""V XXX-kontakte,"" ""V sex-kontakte,"" etc.), imitating their interface (similar to phishing) and located on a domain that matched the name.

2) The homepage displayed thumbnail photos of naked women (supposedly users), sometimes with pop-ups or inscribed elements from profiles (as far as I could notice, names and profiles for the photos were substituted pseudo-randomly, and the city by the visitor's IP). The total number of registered users was exaggerated (if the possibility of searching or a separate count of registered users by cities was imitated, then one could ""find"" many tens of thousands of profiles in a small city, which is more than the actual number of internet users available).

3) They offered registration for a modest fee by sending a paid SMS. However, in the rules, fine print (and color close to the background color of the site) explained that the price was indicated per day, while the charge was taken for a month or several months in advance, and such SMS were suggested to be sent multiple times under some pretext. Thus, the actual price ended up being several hundred times higher than the deceptive one.

Overall, everything was clear with them.

Now, however, there are websites on the horizon which are not so clear. They do not seem to mimic anyone phishily, and they do not even ask for money for registration; instead, they request the mobile number to which they will supposedly send the access code to the site. For example, take a look at ""RusssErotika.com"" (note the triple ""s"" in the domain; I won't provide hyperlinks).

What then is the new trick? There must be a trick because it’s obvious: it is much cheaper to send a registration code to users via email than via SMS.

Are they disguising confirmation of subscription to paid incoming SMS under the access code? Or are they collecting mobile numbers for resale to spammers? Or does an incredibly expensive everything else follow after free registration, like in the ""Economic"" hotel from the immortal fairy tale-satire by Nosov about Neznaika on the Moon?

Who knows?"
php jetbrains IDE web ide web webide editor phpdoc completion debugger xdebug editor development environment debugging code debugging autocompletion type hinting type inference type deduction phpunit unit testing testing FTP remote SASS Smarty,"In this build, you can expect:

A new name. Two versions of the Web IDE have received their official names: JetBrains WebStorm and JetBrains PhpStorm. The branding is not finished yet, so you will see the familiar white splashes and WI icons in various places. The goal of development remains the same — an ideal tool for PHP/JS developers and web designers.

Fully customizable PHP formatter – this feature received the most votes in the tracker. Our platform supports importing, exporting, and sharing profiles — so it will be convenient for you to switch between projects with different formatting styles. Additionally, you can automatically format code at the moment of check-in.

A PHP debugger with optimized memory usage and correct handling of symlinks (meaning fewer non-working breakpoints).

A PHP editor with improved type output for fields, object arrays, and logical expressions, parameter hints, and functional HEREDOC editing.

Remote development with automatic file synchronization — just switch to your browser window to see your changes on the server (the ""Save files on frame deactivation"" option must be enabled). Renaming and moving files and folders is fully supported.

Smarty support now covers the entire syntax of the 2.x branch. Work on full support for the 3.x branch is already underway.

Support for SASS (Syntactically Awesome Style Sheets) — a wonderful way to create CSS.

Linux users will appreciate a less aggressive splash screen, the ability to work normally with multiple projects, and support for pasting from the clipboard in all dialogs.

UPD: ZenCoding support is in development. Abbreviations trigger on pressing Tab in CSS & HTML.

Known issues:

Formatting preview does not work
The IntelliLang plugin / Language Injection settings are missing
Smarty compiler plugins (custom tags) are not supported
(S)FTP sync may not work immediately after reopening the project.

Official announcement and download.

I look forward to your feedback and suggestions, and — as our slogan goes — 
Happy coding!"
php JetBrains IDE web IDE web web IDE editor phpdoc completion debugger Xdebug editor development environment development debugging code debugging autocompletion type hinting type inference type deducing PHPUnit unit testing testing FTP remote ZendCon language injection,"And once again, ""the perfect IDE for PHP"" from JetBrains. During the time since the last build, we managed to get an official website, attend ZendCon'09, and finally focus on the promised performance optimization. We also found time for several new features. While the build is downloading, take a look under the cut — besides the usual details, there will be a couple of words about ZendCon and the unique features of the platform/WI.

ZendCon'09  
Before the conference, there were tutorials — for me, the session PHP on IBM I5 was a revelation. IBM has joined forces with Zend to bring PHP to mainframes. Leaving aside the i5 ecosystem, this can have significant implications for everyone else, especially if IBM helps develop the core of the language. Version 5.3 already introduced some optimizations, but judging by other more ""mature"" technologies, the main work is still ahead.

The keynote (and most sessions) were very energetic and optimistic — this year PHP 5.3 was released, a new ZendStudio appeared (and specially for the conference, version 7.1 was also released), the improvement of the entire Zend stack and tools is ongoing; in general, the language, the platform, and the community are moving forward :)

During lunches, and while the main crowd was attending sessions, we had quite a bit of interaction with Zend employees — and even impressed some of the ZendStudio developers with our technologies. In turn, we were interested to hear about how they are developing the Eclipse platform and helping coordinate the efforts of the Eclipse Foundation. After all, JetBrains is quite a small company :) From an engineering perspective, it was interesting to hear about the work on the language core, as well as automatic profiling (especially from the standpoint of a seasoned Java web developer).

What’s new in this build  
Inspired by conversations with users at ZendCon, we focused on optimization. As ""stress tests,"" we used heavyweights like SugarCRM and Magento (we wanted to try Bitrix too but couldn't find a version with open source code). Right from the first profiling sessions, it became clear that type inference was generating too much ""garbage"" in memory, and could also lead to looping (and freezing) — these issues have been fixed now. I want to say right away that this is just initial optimization and we plan to take this seriously further. I *really* want to hear feedback from everyone who upgraded. If you have specific problems — feel free to reach out in any way. I personally handle all feedback.

New features:

- Improved generation of PHPDOC
- Navigation/search for usages of global variables
- Recognition of class members based on name for cases when type inference is not possible
- Support for SFTP
- Autocompletion after the keyword new
- Namespaces are displayed in the file structure tree
- Quickfix (Alt-Enter) for defining unknown variables using var

Many bug fixes; details in the blog and tracker.

Unfortunately, there are also known issues:

- The most serious one — degradation: multiline literals in this build are incorrectly highlighted as containing an error WI-494
- Several declarations of namespace XXX; (specifically with "";"") in one file will be mistakenly recognized as nested WI-497
- Renaming a variable removes the $ sign from the name WI-500

We will try to release an update as soon as possible. Expect bug fixes, optimizations, and of course new features :)

Something about non-obvious possibilities in WI  
The release is approaching, and we have started gathering all the information about WebIDE features in one place. Even if you have already gotten used to the editor, I recommend at least browsing through the list. Here, I'll talk about a couple of quite useful but not entirely obvious features. 

So, if your PHP project is used for generating XML, JS, CSS, SQL, or any other supported language in WebIDE, you can comfortably work using the following features:

""External"" language for PHP  
For each file or folder, you can set an ""external"" language in relation to PHP instead of the default HTML through the Settings|Template Data Languages panel. This setting is remembered in the project file.

""Internal"" language for string literals in PHP  
Inside the literal, press Alt-Enter and select ""Inject Language,"" and then choose the required language. So far, it is NOT remembered. In the future, it will be possible to specify that *for example* the first string parameter of the query() function is SQL (and select the dialect).

Full language support will be enabled for both cases — including completion and refactoring. Using these features, you can achieve full support for any combination of languages.

I'll wrap this up and look forward to any questions or suggestions :)"
Award internet seo web world web awards design copywriting music popularity wwa programming promotion achievements advertising show btl awards develop awards victory Website design Wap PDA sites Flash sites Animation Presentations Interfaces Flash Flex programming PR management,"Since ancient times, people have competed for the title of the best in one field or another, and both organizers and participants have always been interested in this. In general, there are only a few fundamental competitions that set the tone for others, which are less grandiose and repeat the principles of the main ones. In every industry, in every type of activity, there is that person or team that does their job better than the rest. The Internet Awards, at this stage, are a kind of competition to determine who has thought best about the combination of design and ease of use, informativeness, and, of course, relevance. 

The World Web Awards, already in its development stages, has shown that it is unique and large-scale, like never before. An award that covers any activity on the Internet, whether it be design, copywriting, SEO promotion, application development, or programming. An award where your name can resonate so much that even people far from the Internet and your profession will mention it as a benchmark of quality in the industry. The uniqueness of holding the award lies in everything from its scale and the range of activities it encompasses to the awards ceremony, which will be conducted as a show program, with broadcasts on TV and radio rotation. Naturally, winners will be met with great fame and success in their field; an ordinary person who used to handle a few orders a day and would grasp any opportunity, after winning, can become popular and in demand, and start refusing offers that do not suit them.

The main motivation for participating in the World Web Awards will, of course, be to increase the popularity of one's name, which simultaneously means an increase in your profits. It can be said that popularity is indeed the fundamental factor of success in online activities. Even if you simply participate in this unique, first Internet award of this nature and scale, you can be sure that the traffic to your project will increase significantly."
Asus Bookshelf PC MADE in China Prime Gaming Laptop Portable PC Theater Paper Laptop ARM Tablet HP LiM B-membrane Canvas Philco PC Horizon MacBook Touch Pocket Yoga Zafiro MAINGEAR HP Tablet and Docking Concept Cuppa Bookshelf PC,"On one hand, concepts are an amazing thing, but on the other hand, they are disappointing. They are beautiful because they give us a glimpse of the future and push their industry towards innovations and unconventional solutions, but we are unable to acquire them right now, which is certainly frustrating. The only thing we can do is put our money in the bank and wait for them to come out.

Asus Bookshelf PC

Asus Bookshelf is a computer consisting of interchangeable modules that allows upgrades/downgrades simply by replacing or adding the necessary module.

MADE in China

MADE in China by John Leung, winner of the Next-Gen PC Design Competition, features traditional Eastern design.

Prime Gaming Laptop

The Prime Gaming Laptop by Kyle Cherry addresses the issue of size limitations of laptops and the portability of powerful gaming computers.

Portable PC Theater

Korean designer Jinwoo Han created the Portable PC Theater concept with a built-in projector for various entertainment events.

Paper Laptop

The Paper Laptop by Je Sung Park represents an eco-friendly computer concept made from recycled paper.

ARM tablet

The ARM Tablet by Sébastien Maleville is an unusual ""tablet"" that allows you to separate the keyboard from the monitor in desktop mode.

HP LiM

HP LiM (Less is More) by Jeffrey S. Engelhardt consists of a transparent 19-inch touchscreen and a virtual touchpad with a wireless keyboard.

B-membrane

B-membrane is a UFO-shaped computer with a projecting keyboard and a projector as a monitor.

Canvas

The Canvas concept by Kyle Cherry, equipped with built-in digital art devices, is intended for designers and artists.

Philco PC

While most computer concepts look to the future, Dave Schultze looks in the opposite direction. Here is his Philco PC concept.

Horizon

The Horizon desktop computer concept by Japanese designer Mac Funamizu features an OLED monitor that can compress and decompress.

MacBook Touch

The MacBook Touch combines the touchscreen interface of the iPhone/iPod Touch with the design of popular Apple laptops.

Pocket Yoga

The Lenovo Pocket Yoga lives up to its name, easily fitting into the back pocket of your pants.

Zafiro

Zafiro is a transparent glass monitor that uses hand and body movements for control (""Minority Report"").

MAINGEAR

The MAINGEAR concept by Nuno Teixeira is a powerful gaming computer with improved cooling achieved through an unusual device shape.

HP Tablet and Docking Concept

The HP Tablet and Docking Concept presents a convenient way to place your ""tablet"" on your desk.

Cuppa

The main purpose of Cuppa is working with social networks. The concept is equipped with an RFID sensor, an unusual display, and a keyboard with an updated layout.

Bookshelf PC

Sunho Son and Scott Shim created the Bookshelf PC concept, which represents a beautiful and compact multimedia entertainment center with interchangeable modules."
