tags,texts
open letter open letter President President of Russia Medvedev State Standardization and Regulation Agency Rostecregulation GOST regulations Civil Code Civil Code of the Russian Federation Civil Code State Duma Council of the State Duma civil society civic consciousness,"In LiveJournal, there is a blog called bablaw, whose author also goes by the pseudonym Hacker in Law. This blogger is one of the most cited on Habrhabr LiveJournal; yes, I myself referred to him yesterday.

And yesterday, this blogger posted an open letter addressed to President Medvedev. It should be noted that, like any such letter written from lawyer to lawyer, it is abundant in legal terminology; perhaps, for the readers of Habrhabr, a summary of the essence of the matter, prepared by Nesterovich, will be more understandable.

What do we see in essence? - we are faced with an attempt by Rostekhnadzor (formerly Gosstandart) to transfer state technical regulations from the public domain to the realm of intellectual property of individual organizations (perhaps even foreign ones). Not only are the funds of taxpayers, which were used by the creators of the GOSTs and which were transferred to the public domain, being wasted; moreover, now ordinary people are facing a new danger, for example, living in houses and flying in airplanes that are built according to outdated ""pirated"" copies of standards and regulations, or even with disregard for them.

Such an attempt is not new; however, last time (as Nesterovich points out) the state standardizers lost the case when they were sued by representatives of the non-profit organization from St. Petersburg (Institute for the Development of Freedom of Information). Nevertheless, the court decision on the free publication of GOSTs on the Internet has not been implemented, and the director of the IDFI even came under attack by unknown individuals in his own entrance, resulting in a head injury. Now a new attempt at privatizing standards is being made under the auspices of President Medvedev himself.

The fourth part of the Civil Code was criticized a lot and deservedly so, but it still contained Article 1259, according to which official documents of state bodies, official documents of international organizations, as well as their official translations, are not subject to copyright (and therefore cannot be the subject of licensing agreements with foreign rights holders, as the new bill makes them). Now, not only will a certain part of the legislation become available to citizens only for money as a result of all this; apparently, the way will be open for increasing this part. And the transfer of the text of laws into the greedy hands of copyright traders (especially international ones) should be as prohibited as the privatization of the Ministry of Finance or the anti-drug service, for example.

Events are unfolding very quickly: the bill on the privatization of GOSTs has already passed the first reading in the State Duma, and yesterday evening (in emergency mode, after the end of the working day) it was recommended by the Committee of the State Duma on Economic Policy and Entrepreneurship for submission to the Council of the State Duma. Today, the Council of the Duma will decide to recommend this bill for adoption, and tomorrow (December 23) it will be voted on in the second and third readings by a majority of votes. This once again proves how actively, obediently, and promptly the Duma serves as the legislative stamp of the President's will.

Therefore, the open letter calls on Medvedev himself to reconsider his decision and reprimand the copyright traders. Concerned citizens have already mentioned the open letter in Medvedev's blog; I believe it would be interesting to bring this story to the front page of Habrhabr.

This is a vocal fight for one's rights, this is truly a civil society."
google google Russia google developer day developer day gwt google api google app engine google wave google chrome android google android google maps api ajax api,"Alexey Shelestenko, Google Russia marketing

We are pleased to inform you that we are starting to accept applications for participation in the annual conference for web developers ""Google Developer Day"", which will take place on November 10 in Moscow. Last year, more than 400 web developers attended this conference, where they listened to 12 presentations and participated in 6 practical seminars dedicated to various Google products for web developers. This year, we plan to provide detailed information on Android, App Engine, Google Wave, Chrome, GWT, AJAX API, and much more.

Our teams of engineers working on services for web developers and APIs will come to the conference, and you will be able to communicate with them directly. We will hold several in-depth technical sessions aimed at helping developers write good working applications using Google technologies and open technologies. Those who are working on creating business applications will also be able to find something useful in the improved and expanded program of our conference. And, of course, developers will have many opportunities to get to know each other and discuss the latest mobile and web technologies during the ""open house hours"" and informal communication at the end of the conference.

We make every effort to ensure that the conference is rich, useful, and interesting! To learn more about the conference and apply for participation, visit the conference website.

We look forward to seeing you at Google Developer Day!

<END>"
photo banks compilation apple bbk dell sony panasonic siemens toshiba fujitsu lenovo toyota lexus scion nokia sony ericsson blackberry sun microsoft GM opel chevrolet hammer saab cadillac canon nikon,"Many well-known (and not so well-known) companies provide free access on their websites not only to press releases, but also to galleries of high-resolution photos of their products, printed materials, advertising posters, and other graphic goodies. I have collected several links to such repositories, and I decided to compile this selection, which will surely be useful to someone, and someone else may also share links, as I have links to galleries of only some um... IT companies.

The first link I have is to the Samsung photo bank, so I will start with it. It was sent to me by the company representatives themselves when I was developing a small booklet for them.

The Samsung photo bank contains a collection of high-quality images of Samsung Electronics products, corporate style elements, as well as photos taken in the gallery (something like an exhibition center) of Samsung.

Photos and press releases of Apple products.
Before downloading an image, you will be asked to read the Image Use Agreement: According to the terms of the Agreement, you can use the Image only for editorial purposes by specialists-analysts in the field of journalism and/or this industry. This right to use belongs to you personally and cannot be transferred to another party. The Image cannot be used for advertising or selling any products or technologies (including advertising images, brochures, book covers, product photos, T-shirts, and other advertising materials). You do not have the right to modify or alter the Image, in whole or in part, for any purpose. + Something in Russian.

Photo bank and advertising materials from BBK.

Everything about Sony products + Sony Ericsson.

Photo bank, advertising, news, and press releases from Panasonic.
It doesn't always work, sometimes it works but doesn't provide images, and the content often changes. There used to be a large photo bank on the Ukrainian website, but now it shows ""404"" and the domain redirects to panasonic.ru. There is also http://panasonic.multiad.com/, but registration is required there.

Photo materials for the Gigaset division of Siemens and press photos from Siemens.

Large JPEGs from Toshiba.

Image bank of DELL products.

Fujitsu.

Lenovo computers.
There is also a Russian website with photos of Lenovo products, but at the time of writing this article, it was unavailable.

That's all I have for now. If anyone has anything else to share in the same spirit, please post the link in the comments, and I will update the post as they come in. The topic, I think, doesn't necessarily have to be in the IT field, the main thing is that it should be the official photo bank of the company.

Updates:

A friend on gTalk shared a link to the Toyota USA Newsroom - a lot of photos, videos, and other press materials for Toyota, Lexus, and Scion.

(#): wazd → Nokia Media Resources

(#): avr → Amazingly extensive and high-quality photo bank of Volvo Trucks

(#): marselkhaidarov → BlackBerry

(#): pepelac → Excellent gallery of products, events, and people from Sun

(#): auren → Microsoft PressPass, including the Resources → Image Gallery section

(#): kela → Fantastic collection of links to General Motors GM Media Online divisions:
GM Media Online Opel International
GM Media Online Chevrolet Europe
GM Media Online Saab International
GM Media Online Hummer US
GM Media Online Cadillac Europe

At the request of mix2000, I found press material repositories for Nikon and Canon:

+ ""Useful Information"" section on the Russian website
+ Canon U.S.A advertising materials
+ Imagelibrary http://www.canon.co.uk/

Last update:
From a post in the sandbox:
Philips product gallery
Press materials from Adobe
AMD press site
Intel
Logitech
D-Link (click on United States on the region selection page)
Epson
Casio Exilim

Sent to my email:
http://imagebank.scania.com/
Scania - manufacturer of passenger buses, trucks, and other heavy vehicles.
The bank has a cataloger, and with its help, you can find everything from beautiful photos of buses/trucks on highways to images of engines and documentary black and white photos from the company's founding."
The Capture API WC photo shooting video recording sound recording Google Nokia website security privacy external intelligence Facebook Street View StreetView digital crowd observation movement history face recognition distributed network vision Maneki-neko,"On the W3C website, there is a draft called ""The Capture API"" - it describes a JavaScript interface that allows a website to access the visitor's computer's video camera and microphone, and to take photos, record videos, and audio. This draft summarizes the ideas of similar proprietary APIs (such as Google and Nokia).

And it makes me think dark thoughts knowing that the ""Security and Privacy Considerations"" section in this document only talks about the site not being able to take photos, record videos, and audio without the visitor's consent (i.e., the owner of the client computer or mobile phone).

But what about the privacy of other people? Remember the July scandal with the English head of external intelligence, who was exposed by his own wife on Facebook, literally down to his underwear, even though he never registered on Facebook himself? Now, when websites are preparing to see through the eyes of others through photo and video cameras, the whole world can be open to their gaze.

Imagine a website where visitors can continuously transmit live video frames from their own mobile phone cameras to this site (geo-tagged by GPS, tilted by the accelerometer, rotated by the digital compass), and at the same time observe any point on the Earth through the eyes of other digital observers. Something like Google Street View, but in real time. Simply by turning the mobile phone in different directions while standing in one place on Earth (for example, in Ufa), you can choose to look ""through"" its screen (like through a window) at the panorama of any other point on Earth - like New York, San Francisco, or Rio de Janeiro - as long as there are enough passers-by with the same mobile phones looking at the world through the same website. And at the same time, the electronic ""eye"" of your mobile phone will also survey and save the panorama of the point where you are standing on the site.

Exciting, unprecedented impression, isn't it?

And now imagine yourself as an ordinary person in a dense digital crowd.* You are under continuous surveillance by dozens of electronic eyes provided by anonymous volunteers. Any face and identity recognition system connected to such a site will easily track or reconstruct the entire history of your movements in the city, just like the branched internet banner system tracks your movements across all its sites. Your jealous, obsessed admirer will find out what flowers you bought for your wife, and your health insurance company will know how often you coughed while walking in the cold.

But in the real world, there is no Adblock Plus. It's not as easy to block the digital crowd as it is to block banner ads.

Bruce Sterling has a story called ""Maneki-neko""; it's about something similar. In the comments, they suggest that William Gibson had something similar in his work. But one thing is fiction, and another thing is a draft API. The API draft is being prepared to become a reality.

___________

* This blog post introduces the new neologism ""digital crowd"" in the narrow sense of ""a crowd of such people in the real world, whose digital photo and video cameras are used in a distributed network vision system."" It may be generalized in the future to mean ""a crowd of such people in the real world, whose behavior and resources are used for the purposes and needs of a network site""."
application support CSS default chrome documents and settings Firefox Internet internet explorer linux Mac OS mac os x mozilla firefox userContent x library Browsers LiveJournal MacOS Firebug Advertising Honesty,"If you remove ads by inserting code into the style of LiveJournal itself, first of all, it will surely be eliminated by SUP soon, and secondly, it contradicts the notorious Terms of Use.

Fortunately, modern browsers allow users to block ads on their side.

Insert this code into a text document.

div.adv {display: none;}
div.ljad {display: none;}
div.ljadleaderboard-bottom {display: none;}
div.ljadleaderboard {display: none;}
div.ljadwrapper-journal-after-post-c {display: none;}
div.ljadwrapper-app-home {display: none;}
div.ljadmedrect {display: none;}

Save it as userContent.css.

For Mozilla Firefox:
Save the file in:
Linux: ~/.mozilla/firefox/RANDOM_CHARACTERS.PROFILE_NAME (default is ""default"")/chrome
XP: C:\Documents and Settings\USERNAME\Application Data\Mozilla\Firefox\Profiles\PROFILE_NAME\chrome
Vista: C:\Users\USERNAME\AppData\Roaming\Mozilla\Firefox\Profiles\PROFILE_NAME\chrome
Mac OS X: Library > Application Support > Firefox > Profiles > PROFILE_NAME > chrome
(if there is no Application Data or AppData folder: Start > Control Panel > select Switch to Classic View on the left > launch Folder Options > View tab > check Show hidden files and folders in the Hidden files and folders section). Restart the browser.

For Internet Explorer:
Save the file anywhere on the disk and specify the path to it in IE settings: Tools menu > Internet options menu > General tab > Accessibility button > check the Format documents using my style sheet checkbox > enter the path to the file in the Style sheet field.
In the Russian version: Service menu > Browser properties menu > General tab > Style button > check the Format using user style checkbox > enter the path to the file in the Style list field. Restart the browser.

For Opera:
Save the file anywhere on the disk and specify the path to it in Opera settings: Tools menu > Preferences menu > Advanced tab > select Content on the left > Style Options button > Display tab > enter the path to the file in the My style sheet field > Presentation Modes tab > check both My style sheet checkboxes.
In the Russian version: Tools menu > Settings menu > Advanced tab > select Content on the left > Style Options button > Display tab > enter the path to the file in the My style sheet field > Presentation Modes tab > check both My style sheet checkboxes. Restart the browser.

For Safari:
Save the file anywhere on the disk and specify the path to it in Safari settings: Edit menu > Preferences menu > Advanced tab > select Other... in the Style Sheet dropdown menu > select the file.
In the Russian version: Edit menu > Preferences menu > Advanced tab > select Other... in the Style Sheet dropdown menu > select the file. Restart the browser.

The code should remove all ads, including ads in the profile and on the home page.

Original article on LiveJournal by Kukalyakina
LiveJournal user Moosatova, who is the original author of the described method."
social networks erotic photos erotic social networks dating sites social networks dating sites paid messages fake profiles paid SMS paid registration free registration phishing naked breasts naked women paid incoming sex dating,"In the second half of 2009, both in e-mail and in LiveJournal, I saw a spreading wave of murky spam advertising erotic social networks, which had the following common disgusting features:

1) Their names were pornographic versions of popular social networks - either ""Classmates"" (""One-lovers"", ""One-nighters"", ""One-fuckers"", etc.) or ""In contact"" (""In XXX-contact"", ""In sex-contact"", etc.), imitating their interface (like phishing) and being located on a domain that corresponded to the name.

2) The home page displayed miniature photos of naked women (supposedly users), sometimes with pop-up or labeled elements from profiles (as far as I could tell, names and profiles were randomly substituted, and the city was determined by the visitor's IP). The total number of registered users was exaggerated (if the possibility of searching or separate counting of registered users by cities was imitated, then in a small city you could ""find"" many tens of thousands of profiles, more than the number of internet users).

3) They offered to register for a modest fee by sending a paid SMS. However, in the rules, in small print (and in a color close to the background color of the site), it was explained that the price was indicated per day, and the payment was taken for a month or several months in advance, and even such SMS messages were offered to be sent under some pretext. Therefore, the real price turned out to be a hundred times higher than the deceptive one.

In general, everything was clear with them.

Now, however, there are sites appearing on the horizon that are not clear at all. They do not seem to mimic phishing, and they do not even ask for money for registration, but they ask for the number of the mobile phone to which they will supposedly send an access code to the site. As an example, take a look at ""RusssErotika.com"" (pay attention to the triple ""s"" in the domain; I will not provide hyperlinks).

So what is the new trick? There must be a trick because it is clear to everyone: it is much cheaper to send registration codes to users by e-mail rather than by SMS.

Are they disguising subscription confirmation for paid incoming SMS messages as an access code? Or are they collecting mobile phone numbers for resale to spammers? Or is it simply that after free registration, everything else is incredibly expensive, like in the ""Economic"" hotel from Nosov's immortal satirical fairy tale about Neznaika on the Moon?

Who knows?"
php jetbrains IDE web ide web webide editor phpdoc completion debugger xdebug editor development environment development debugging code debugging autocompletion type hinting type inference type inference phpunit unit testing testing FTP remote SASS Smarty,"In this build, you can expect:

A new name. Two versions of Web IDE have received their official names: JetBrains WebStorm and JetBrains PhpStorm. The branding is not yet complete, so you will see familiar white splashes and WI icons in various places. The development goal remains the same - the perfect tool for PHP/JS developers and web designers.

Fully customizable PHP formatter - this feature received the most votes in the tracker. Our platform supports importing, exporting, and sharing profiles, so you can easily switch between projects with different formatting styles. In addition, you can automatically format code at check-in.

PHP debugger with optimized memory usage and correct handling of symlinks (which means fewer breakpoints that don't work).

PHP editor with improved type inference for fields, object arrays, and logical expressions, parameter hints, and working HEREDOC editing.

Remote development with automatic file synchronization - just switch to the browser window to see your changes on the server (the ""Save files on frame deactivation"" option must be enabled). Renaming and moving files and folders are fully supported.

Smarty support now covers the entire syntax of the 2.x branch. Work on full support for the 3.x branch is already underway.

Support for SASS Syntactically Awesome Style Sheets - a wonderful way to create CSS.

Linux users will be pleased with a less aggressive splash screen, the ability to work properly with multiple projects, and support for clipboard pasting in all dialogs.

UPD: ZenCoding support is in development. Abbreviations are triggered by pressing Tab in CSS & HTML.

Known issues:

Formatting preview does not work.
IntelliLang plugin / Language Injection settings are missing.
Smarty compiler plugins (custom tags) are not supported.
(S)FTP sync may not work immediately after reopening the project.

Official announcement and download.

I look forward to your feedback and suggestions, and - as our slogan says - Happy development!"
php jetbrains IDE web ide web webide editor phpdoc completion debugger xdebug editor development environment development debugging code debugging autocompletion type hinting type inference type inference phpunit unit testing testing FTP remote ZendCon language injection,"And again, ""the perfect IDE for PHP"" from JetBrains ^) Since the previous release, we have managed to create an official website, visit ZendCon'09, and finally work on promised performance optimization. We also had time for a few new features. While the build is downloading, take a look below - in addition to the usual details, there will be a few words about ZendCon and the unique features of the platform/WI.

ZendCon'09
Before the conference, there were tutorials - for me, the PHP on IBM I5 session was a revelation. IBM has joined forces with Zend to bring PHP to mainframes. If we set aside the i5 ecosystem, this can also have significant implications for everyone else, especially if IBM helps develop the language core. Some optimizations have already been introduced in 5.3, but judging by other more ""mature"" technologies, there is still a lot of work ahead.

The keynote (and most sessions) were very lively and optimistic - this year PHP 5.3 was released, a new ZendStudio appeared (and specifically released version 7.1 for the conference), the entire Zend stack and toolkit continue to improve, in general, the language, platform, and community are moving forward :)

During lunches and while most people were in sessions, we had quite a lot of conversations with Zend employees - and even impressed some of the ZendStudio developers with our technologies. In turn, we were interested to hear about their work on the Eclipse platform and how they help coordinate efforts with the Eclipse Foundation. After all, JetBrains is a relatively small company :) From an engineering perspective, it was interesting to hear about work on the language core and automatic profiling (especially from the perspective of a seasoned Java web developer).

What's new in this release
Impressed by conversations with users at ZendCon, we focused on optimization. As ""stress tests,"" we used heavyweights like ShugarCRM and Magento (we wanted to try Bitrix, but couldn't find a version with open source code). Literally, the first profiling sessions showed that type inference was producing too much ""garbage"" in memory and could lead to looping (and hanging) - these issues are now fixed. I want to emphasize that this is just the initial optimization, and we plan to seriously work on it further. We *really* want to hear feedback from everyone who has upgraded. If you have specific issues, please write in any way. I personally handle all feedback.

New features:
- Improved PHPDOC generation
- Navigation/search for global variables
- Recognition of class members based on name in cases where type inference is not possible
- SFTP support
- Autocompletion after the ""new"" keyword
- Namespace display in the file structure tree
- Quick fix (Alt-Enter) for defining unknown variables using ""var""

Many bug fixes, details in the blog and tracker.

Unfortunately, there are also known issues:
- The most serious one is degradation: multiline literals in this build are incorrectly highlighted as containing an error WI-494
- Several namespace declarations XXX; (specifically with "";"") in one file will be mistakenly recognized as nested WI-497
- Renaming a variable removes the $ sign from the name WI-500

We will try to release an update as soon as possible. Expect bug fixes, optimizations, and of course, new features :)

Something about hidden features of WI
The release is approaching, and we have started gathering all the information about WebIDE features in one place. Even if you are already familiar with the editor, I recommend at least reviewing the list. And here I will tell you about a couple of very useful but not quite obvious features. So, if your PHP project is used for generating XML, JS, CSS, SQL, or any other language supported by WebIDE, you can comfortably work with the following functions:

""External"" language for PHP
For each file or folder, you can set an ""external"" language relative to PHP instead of the default HTML through the Settings|Template Data Languages panel. This setting is remembered in the project file.

""Internal"" language for a string literal in PHP
Inside the literal, press Alt-Enter and select ""Inject Language,"" then choose the required language. Currently, it is NOT remembered. In the future, you will be able to specify that, for example, the first string parameter of the query() function is SQL (and select the dialect).

Both cases will include full language support - including completion and refactoring. By using these features, you can get full support for any combination of languages %)

That's all, and I'm waiting for any questions and suggestions :)"
Internet SEO web world web awards design copywriting music popularity WWA programming promotion achievements advertising show BTL awards develop awards victory Website design Wap PDA websites Flash websites Animation Presentations Interfaces Flash Flex programming PR management,"From ancient times, people have competed for the title of the best in a particular field, and both organizers and participants have always been interested in this. In general, there are only a few fundamental competitions that set the tone for others, less extensive, and repeat the principles of the main ones. In every industry, in every type of activity, in every occupation, there is that person or team that does their job better than others. Internet awards at this stage are a kind of competition that determines who has better thought out the combination of design and ease of use, informativeness, and of course, relevance.

The World Web Awards, which is already in the development stage, has shown that it is unique and extensive like never before. An award that covers any activity on the Internet, whether it's design, copywriting, SEO promotion, application development, or programming. An award in which your name can resonate so much that even people who are far from the Internet and your occupation will talk about it as a quality benchmark in the industry. The uniqueness of the award lies in everything, starting from the scale and coverage of people's activities, to the presentation, which will be held as a TV show, with radio rotation. Naturally, the winners can expect great fame and success in their field. A regular person who used to take on any job and completed several orders a day, after winning, can become popular and in demand, and can already refuse inconvenient offers.

The main motivation for participating in the World Web Awards will, of course, be the increase in the popularity of your name, which at the same time means an increase in your profit. It can be said that popularity is the fundamental factor of success in the online world. Even if you simply participate in this unique, first Internet award of this kind and scale, you can be sure that the traffic to your project will increase significantly."
"Concepts Asus Bookshelf PC MADE in China Prime Gaming Laptop Portable PC Theater Paper Laptop ARM Tablet HP LiM B-membrane Canvas Philco PC Horizon MacBook Touch Pocket Yoga Zafiro MAINGEAR HP Tablet and Docking Concept Cuppa Bookshelf PC

The translation is: ""Concepts Asus Bookshelf PC MADE in China Prime Gaming Laptop Portable PC Theater Paper Laptop ARM Tablet HP LiM B-membrane Canvas Philco PC Horizon MacBook Touch Pocket Yoga Zafiro MAINGEAR HP Tablet and Docking Concept Cuppa Bookshelf PC""","On the one hand, concepts are a wonderful thing, on the other hand, they are disappointing. They are wonderful because they give us an idea of the future and push their industry towards innovation and unconventional solutions, but we are not able to acquire them right now, which is frustrating. The only thing we can do is put the money in the bank and wait for them to come out.

Asus Bookshelf PC

Asus Bookshelf is a computer consisting of interchangeable modules that allows for easy upgrade/downgrade by simply replacing or adding the necessary module.

MADE in China

MADE in China by John Leung, winner of the Next-Gen PC Design Competition, represents traditional Eastern design.

Prime Gaming Laptop

Prime Gaming Laptop by Kyle Cherry solves the problem of limited laptop size and portability of a powerful gaming computer.

Portable PC Theater

Korean designer Jinwoo Han created the concept of Portable PC Theater with a built-in projector for various entertainment events.

Paper Laptop

Paper Laptop by Je Sung Park's is an eco-friendly computer made from recycled paper.

ARM tablet

ARM Tablet by Sébastien Maleville is an unusual ""tablet"" that allows you to separate the keyboard from the monitor in desktop mode.

HP LiM

HP LiM (Less is More) by Jeffrey S. Engelhardt is a transparent touch-sensitive 19' screen and a virtual touchpad with a wireless keyboard.

B-membrane

B-membrane is a UFO-like computer with a projected keyboard and a projector as a monitor.

Canvas

Canvas concept by Kyle Cherry, equipped with built-in digital art devices, is designed for designers and artists.

Philco PC

While most computer concepts are aimed at the future, Dave Schultze looks in the opposite direction. This is his Philco PC concept.

Horizon

Horizon desktop computer concept by Japanese designer Mac Funamizu has an OLED monitor that can compress and expand.

MacBook Touch

MacBook Touch combines the touch interface of the iPhone/iPod Touch and the design of popular Apple laptops.

Pocket Yoga

Lenovo Pocket Yoga justifies its name, easily fitting in the back pocket of pants.

Zafiro

Zafiro is a transparent glass monitor that uses hand and body movements for control (""Special Opinion"").

MAINGEAR

Nuno Teixeira's MAINGEAR concept is a powerful gaming computer with improved cooling achieved through the device's unusual shape.

HP Tablet and Docking Concept

The HP Tablet and Docking Concept represents a convenient way to place your tablet on your desktop.

Cuppa

The main purpose of Cuppa is to work with social networks. The concept is equipped with an RFID sensor, an unusual display, and a keyboard with an updated layout.

Bookshelf PC

Sunho Son and Scott Shim created the Bookshelf PC concept, which is a beautiful and compact multimedia entertainment center with interchangeable modules."
